STATE,CITY,AREA,CRAWL DATE, HOTEL RATING,SPECIAL ADDED VALUE,HOTELS LOCATION RATING,EXCELLENT EXPERIENCE REPORTED BY VISITORS,AVERAGE EXPERIENCE REPORTED BY VISITOR,POOR EXPERIENCE REPORTED BY VISITORS,TERRIBLE EXPERIENCE REPROTED BY VISITOR,PROPERTY TYPE,QUERY DATE,QUERY TIME,RATING BASED ON VALUE FOR MONEY,RATING BASED ON FOOD,APPROVAL RATING
Rajasthan,Jaipur,"Church Road, MI Road",27-06-2016,3,yes,4,24,27,26,13,Hotel,27-06-2016,6.30.20 AM,3.4,3.1,54.875
Rajasthan,Jaipur,Vaishali Nagar,27-06-2016,2,no,4.5,3,1,2,0,Hotel,27-06-2016,6.30.20 AM,4,3.7,65.625
Rajasthan,Jaipur,Ajmer Bypass Highway,27-06-2016,1,no,2.3,0,0,2,1,Hotel,27-06-2016,6.30.20 AM,2.3,2,39
Rajasthan,Jaipur,Bani Park,27-06-2016,1,no,4.4,2,3,0,0,Hotel,27-06-2016,6.30.20 AM,4.1,3.1,65.875
Rajasthan,Jaipur,JLN Marg,27-06-2016,2,yes,4.4,10,6,0,2,Hotel,27-06-2016,6.30.20 AM,4.1,2.2,56.25
Rajasthan,Jaipur,JLN Marg,27-06-2016,3,yes,4.3,6,4,6,1,Hotel,27-06-2016,6.30.20 AM,3.4,3.6,60
Rajasthan,Jaipur,Jaipur Airport,27-06-2016,3,no,3.9,9,3,7,2,Hotel,27-06-2016,6.30.20 AM,3.8,2.8,58
Rajasthan,Jaipur,Opp.Jalmahal.,27-06-2016,4,no,4.9,42,16,6,0,Hotel,27-06-2016,6.30.20 AM,3.9,3.9,70.375
Rajasthan,Jaipur,Hawa Sadak,27-06-2016,3,no,4.7,92,18,2,0,Hotel,27-06-2016,6.30.20 AM,4.6,3.3,69.625
Rajasthan,Jaipur,MI Road,27-06-2016,4,no,4.5,39,5,6,1,Hotel,27-06-2016,6.30.20 AM,4.5,3.6,69
Rajasthan,Jaipur,Amer Road,27-06-2016,1,no,2.5,0,0,1,1,Hotel,27-06-2016,6.30.20 AM,2,2,35
Rajasthan,Jaipur,Malviya Nagar,27-06-2016,3,no,4.5,0,0,2,0,Hotel,27-06-2016,6.30.20 AM,3.5,2.2,52.75
Karnataka,Mysore,City Centre,11-07-2016,3,no,4.6,59,52,25,6,Hotel,11-07-2016,8.17.23 PM,3.7,3.2,64
J and K,Pahalgam,Main Market,11-07-2016,2,no,4.8,28,4,1,0,Hotel,11-07-2016,8.17.23 PM,4.5,1,68.75
Uttarakhand,Rishikesh,Laxman Jhula Road,11-07-2016,1,no,4.7,1,0,0,1,Hotel,11-07-2016,8.17.23 PM,4,3,63.75
Uttar Pradesh,Lucknow,Vidhan Sabha Marg,11-07-2016,2,no,3.5,5,5,6,2,Hotel,11-07-2016,8.17.23 PM,3.4,3.1,54.875
Uttaranchal,Mussoorie,Clock Tower,11-07-2016,3,no,3.1,7,11,16,10,Hotel,11-07-2016,8.17.23 PM,3.2,2.9,50.125
Gujarat,Rajkot,Dhebhar road,11-07-2016,3,no,4.3,12,9,1,1,Hotel,11-07-2016,8.17.23 PM,4.4,3,67.25
Tamil Nadu,Mahabalipuram,Ottawadai Street,11-07-2016,1,no,4.5,19,18,9,3,Hotel,11-07-2016,8.17.23 PM,3.7,2.6,62.75
Gujarat,Rajkot,Yagnik Rd,11-07-2016,3,no,5,34,2,0,0,Hotel,11-07-2016,8.17.23 PM,4.8,3.2,78
Gujarat,Rajkot,Bus Station,11-07-2016,2,no,3.8,5,2,2,2,Hotel,11-07-2016,8.17.23 PM,3.8,3.4,60.25
Jammu and kashmir,Pahalgam,Laripura,11-07-2016,3,no,4.6,15,15,6,2,Hotel,11-07-2016,8.17.23 PM,3.9,3.3,65.125
West Bengal,Kolkata,Raichak,11-07-2016,3,no,4.4,15,6,2,2,Hotel,11-07-2016,8.17.23 PM,4,2.2,66.25
West Bengal,Kolkata,Sealdah,11-07-2016,3,no,4.8,2,1,0,0,Hotel,11-07-2016,8.17.23 PM,4,2.3,69.375
Maharashtra,Mahabaleshwar,Mahabaleshwar Market,11-07-2016,2,no,3.5,1,0,1,0,Hotel,11-07-2016,8.17.23 PM,3.5,0,47.5
Orissa,Puri,Swargadwar Road,11-07-2016,1,no,2.4,0,3,4,7,Hotel,11-07-2016,8.17.23 PM,2.6,2.5,39.125
Uttaranchal,Rishikesh,Old Bus Stand,11-07-2016,4,no,4.4,22,6,1,1,Hotel,11-07-2016,8.17.23 PM,4.5,3.2,70
Tamil Nadu,Madurai,Town Hall Road,11-07-2016,2,no,4.3,23,22,15,6,Hotel,11-07-2016,8.17.23 PM,3.7,2.6,60.25
Uttrakhand,Mussoorie,Spring Sterling Road,11-07-2016,4,no,3.6,16,14,4,3,Resort,11-07-2016,8.17.23 PM,3.9,3.3,60.125
West Bengal,Kolkata,Park Circus,11-07-2016,2,no,4,2,4,12,2,Hotel,11-07-2016,8.17.23 PM,2.8,2.6,51.75
Maharashtra,Mahabaleshwar,Panchgani,11-07-2016,1,no,3.8,9,3,3,6,Hotel,11-07-2016,8.17.23 PM,3.5,3.5,57.875
Himachal Pradesh,Manali,Aleo-Left Bank,11-07-2016,2,yes,4.3,8,0,1,0,Hotel,11-07-2016,8.17.23 PM,4.7,3.9,72.875
Chhattisgarh,Raipur,Fafadih,11-07-2016,3,no,4.8,6,1,0,0,Hotel,11-07-2016,8.17.23 PM,4.9,1.8,72.25
Kerala,Munnar,Marayoor P.O.,11-07-2016,1,no,2.5,3,4,3,3,Hotel,11-07-2016,8.17.23 PM,3.4,1.8,48.75
Maharashtra,Pune,Pimpri Chinchwad,11-07-2016,5,no,4.2,12,3,0,0,Hotel,11-07-2016,8.17.23 PM,4.8,4.6,74.75
West Bengal,Kolkata,Camac Street,11-07-2016,3,no,3.7,75,131,81,52,Hotel,11-07-2016,8.17.23 PM,3.5,2.1,54.625
kerala,Kovalam and Poovar,Lighthouse beach,11-07-2016,1,no,4.8,14,1,0,1,Hotel,11-07-2016,8.17.23 PM,4.6,3.1,68.875
Maharashtra,Mahabaleshwar,Mahabaleshwar Panchgani Road,11-07-2016,2,no,4.5,12,8,3,0,Hotel,11-07-2016,8.17.23 PM,4.4,2.2,66.25
Maharastra,Mahabaleshwar,Mahabaleshwar Panchgani Road,11-07-2016,1,no,4.6,41,12,9,2,Hotel,11-07-2016,8.17.23 PM,4.1,2.2,64.75
Kerala,Guruvayoor,East Nada,04-09-2016,3,no,4.8,48,17,0,1,Hotel,04-09-2016,1.34.26 PM,4.3,3.1,71.375
Rajasthan,Jaisalmer,Hotel Complex,04-09-2016,4,no,4.6,23,4,3,0,Hotel,04-09-2016,1.34.26 PM,4.2,3.7,72.125
Uttaranchal,Haridwar,Har Ki Pauri,04-09-2016,4,no,4.3,29,8,3,2,Hotel,04-09-2016,1.34.26 PM,4.2,2.4,67
Madhya Pradesh,Indore,Vijay Nagar,04-09-2016,3,no,4.7,21,3,2,0,Hotel,04-09-2016,1.34.26 PM,4.5,3.2,73
West Bengal,Kalimpong,Rishi Road,04-09-2016,2,no,4.4,22,5,1,1,Hotel,04-09-2016,1.34.26 PM,4.5,3.6,71
Telangana,Hyderabad,Hi Tech City,04-09-2016,2,yes,4.1,8,17,17,8,Hotel,04-09-2016,1.34.26 PM,2.9,2.3,50.375
Madhya Pradesh,Indore,South Tukoganj,04-09-2016,4,no,4.7,116,7,6,0,Hotel,04-09-2016,1.34.26 PM,4.6,2.8,73
Punjab,Jalandhar,Nh 1 Phagwara-Jalandhar Hwy,04-09-2016,4,no,4.6,39,1,0,0,Hotel,04-09-2016,1.34.26 PM,4.6,2.5,70.625
Karnataka,Kabini,Kittur,04-09-2016,4,no,4.5,25,5,3,0,Hotel,04-09-2016,1.34.26 PM,4.6,3.6,69.5
Andaman and Nicobar,Havelock,Govind Nagar,04-09-2016,3,no,3.6,10,17,16,12,Hotel,04-09-2016,1.34.26 PM,3.4,2.9,54.125
Punjab,Chandigarh,Industrial Area Phase 2,04-09-2016,4,no,4.3,175,55,38,7,Hotel,04-09-2016,1.34.26 PM,4,2.4,65
Karnataka,Hassan,K R Puram,04-09-2016,2,no,4.6,58,5,1,0,Hotel,04-09-2016,1.34.26 PM,4.6,3.3,74.125
Rajasthan,Jaisalmer,Jaisalmer Fort,04-09-2016,3,no,2.8,2,0,1,1,Hotel,04-09-2016,1.34.26 PM,2.8,3.3,49.625
Andhara Pradesh,Hyderabad,Nampally,04-09-2016,2,yes,4.5,2,2,0,0,Hotel,04-09-2016,1.34.26 PM,4,1,58.75
Bihar,Gaya,Station Road,04-09-2016,1,no,4,4,0,0,1,Hotel,04-09-2016,1.34.26 PM,4.2,1,63.25
rajesthan,Jaisalmer,Shiv Road,04-09-2016,1,no,3.7,5,8,1,0,Hotel,04-09-2016,1.34.26 PM,3.9,3.4,58.25
Karnataka,Hassan,Sakleshpur,04-09-2016,3,no,4.8,7,1,0,0,Hotel,04-09-2016,1.34.26 PM,4.5,2.7,71.875
Rajasthan,Jodhpur,Jodhpur,04-09-2016,3,no,4.9,7,0,0,0,Hotel,04-09-2016,1.34.26 PM,4.9,1.2,69.5
West Bengal,Kalimpong,Rishi Road,04-09-2016,2,no,4.6,21,2,1,0,Hotel,04-09-2016,1.34.26 PM,4.6,2.6,72.75
Madhya Pradesh,Indore,New Palasia,04-09-2016,1,yes,4.8,41,6,2,0,Hotel,04-09-2016,1.34.26 PM,4.5,1.7,70.125
Assam,Guwahati,Pator Kuchi,04-09-2016,3,no,4.8,4,1,0,0,Hotel,04-09-2016,1.34.26 PM,4.7,1.3,71.625
Andhra Pradesh,Hyderabad,KPHB Colony,04-09-2016,3,no,4.3,22,2,5,0,Hotel,04-09-2016,1.34.26 PM,4,2.6,67.25
Madhya Pradesh,Jabalpur,Nagrath Square,04-09-2016,3,no,5,2,0,0,0,Hotel,04-09-2016,1.34.26 PM,5,2.5,78.125
Telangana,Hyderabad,Banjara Hills,04-09-2016,5,no,4.8,21,1,0,0,Hotel,04-09-2016,1.34.26 PM,4.7,2.9,75.125
Haryana,Hissar,Delhi Road,04-09-2016,1,no,4.5,1,1,0,0,Hotel,04-09-2016,1.34.26 PM,4,2.5,65.625
Rajasthan,Jaisalmer,Jaisalmer Fort,04-09-2016,1,no,4.4,8,3,0,0,Hotel,04-09-2016,1.34.26 PM,4.6,4,73
Uttaranchal,Nainital,Bhimtal,11-07-2016,2,no,3,1,1,1,0,Hotel,11-07-2016,12.38.31 PM,3.3,0,53
Maharastra,Aurangabad,Aurangabad,11-07-2016,2,no,3.9,2,5,1,1,Hotel,11-07-2016,12.38.31 PM,3.2,3.5,56.375
Himachal Pradesh,Baddi,National Highway 21A,11-07-2016,4,no,3.6,2,2,0,1,Hotel,11-07-2016,12.38.31 PM,3.4,2.2,58.75
Karnataka,Kabini,N. Begur,11-07-2016,2,no,4.5,2,1,0,0,Hotel,11-07-2016,12.38.31 PM,4.8,4.7,72.375
Maharashtra,Aurangabad,Aurangabad,11-07-2016,1,no,4.3,8,7,3,2,Hotel,11-07-2016,12.38.31 PM,3.8,1.7,64.125
Orissa,Bhubaneshwar,Jaidev Vihar,11-07-2016,3,no,4.7,171,57,19,7,Hotel,11-07-2016,12.38.31 PM,4.3,3.1,69.375
Orissa,Bhubaneshwar,Vani Vihar Square,11-07-2016,3,no,4.6,9,3,2,0,Hotel,11-07-2016,12.38.31 PM,4,3.2,68
Madhya Pradesh,Bhopal,M.P Nagar,11-07-2016,3,yes,4.9,5,1,1,0,Hotel,11-07-2016,12.38.31 PM,4.4,2.6,64.75
Orissa,Bhubaneshwar,Bhubaneswar,11-07-2016,3,no,5,0,1,0,0,Hotel,11-07-2016,12.38.31 PM,4,2,67.5
Uttarakhand,Nainital,Bhimtal,11-07-2016,2,no,4.3,25,10,12,1,Hotel,11-07-2016,12.38.31 PM,4.1,3,64.75
Gujarat,Bharuch,Bholav,11-07-2016,2,no,4.6,10,1,0,1,Hotel,11-07-2016,12.38.31 PM,4.4,1.2,67
Orissa,Bhubaneshwar,Ashok Nagar,11-07-2016,4,no,4.3,38,12,5,3,Hotel,11-07-2016,12.38.31 PM,4.1,1.7,64.125
rajasthan,Bharatpur,Fatehpur Sikri Road,11-07-2016,3,no,4.2,6,5,3,1,Hotel,11-07-2016,12.38.31 PM,3.8,3.1,64.375
rajasthan,Bhilwara,Nagori Garden,11-07-2016,3,no,4.7,4,0,1,0,Hotel,11-07-2016,12.38.31 PM,4.2,0.8,61.5
Orissa,Bhubaneshwar,Nayapalli,11-07-2016,4,no,4.7,31,10,2,1,Hotel,11-07-2016,12.38.31 PM,4.4,3.7,72.125
Maharashtra,Aurangabad,Samarth Nagar,11-07-2016,3,no,5,7,0,0,0,Hotel,11-07-2016,12.38.31 PM,4.9,3.7,79.125
Andhra Pradesh,Araku Valley,Borra,11-07-2016,2,no,4.1,3,1,1,0,Hotel,11-07-2016,12.38.31 PM,4.6,3.3,69.625
Madhya Pradesh,Bandhavgarh,Bandhavgarh National Park,11-07-2016,3,no,4,1,0,0,0,Hotel,11-07-2016,12.38.31 PM,5,5,76.25
Karnataka,Badami,Railway Station Road,11-07-2016,1,no,5,2,1,0,0,Hotel,11-07-2016,12.38.31 PM,4.2,3.2,71.5
Maharashtra,Nasik,Nasardi Bridge,22-08-2016,2,no,4.4,13,8,2,2,Hotel,22-08-2016,2.49.59 PM,4.2,1.3,64.125
Maharashtra,Mahabaleshwar,Mahabaleshwar Panchgani Road,22-08-2016,3,no,3.9,93,47,35,10,Hotel,22-08-2016,2.49.59 PM,4,2.5,59.125
Jammu and Kashmir,Pahalgam,Chandanwari Road,22-08-2016,3,no,4.5,13,9,2,0,Hotel,22-08-2016,2.49.59 PM,4.3,3.7,69.125
andaman and nicobar,Port Blair,Goal Ghar,22-08-2016,0,no,4.2,3,0,2,0,Homestay,22-08-2016,2.49.59 PM,3.6,3.8,64.75
Himachal Pradesh,Parwanoo,Parwanoo,22-08-2016,5,no,4.8,14,5,1,0,Hotel,22-08-2016,2.49.59 PM,4.5,2.8,72
Jammu and Kashmir,Pahalgam,Aru Road,22-08-2016,4,no,4.8,24,10,4,3,Hotel,22-08-2016,2.49.59 PM,4.1,3.5,68.375
Punjab,Patiala,Rajpura Road,22-08-2016,1,no,4.3,2,0,3,0,Hotel,22-08-2016,2.49.59 PM,3.2,3,57.75
Andaman & Nicobar,Port Blair,Aberdeen Bazaar,22-08-2016,3,no,4.4,13,5,2,2,Hotel,22-08-2016,2.49.59 PM,4.1,2.9,67.625
Sikkim,Pelling,Rinbi waterfalls,22-08-2016,1,no,4,4,2,2,5,Hotel,22-08-2016,2.49.59 PM,2.9,2.3,51.875
Kerala,Palakkad,Sultanpet,22-08-2016,1,no,4.6,1,1,0,0,Hotel,22-08-2016,2.49.59 PM,4.6,2,72.5
Punjab,Patiala,Baradari Gardens,22-08-2016,1,no,5,2,1,0,0,Hotel,22-08-2016,2.49.59 PM,4,1,71.25
Jammu Kashmir,Patnitop,Padora Enclave,22-08-2016,3,no,4.9,22,6,0,0,Hotel,22-08-2016,2.49.59 PM,4.4,2.7,71.875
Bihar,Patna,"Maurya Path, Shyamal Hospital Road",22-08-2016,3,no,3.6,3,1,0,0,Hotel,22-08-2016,2.49.59 PM,4.4,3.2,67
jammu and kashmir,Pahalgam,Lidder Kalan,22-08-2016,3,no,5,1,1,0,0,Hotel,22-08-2016,2.49.59 PM,5,0,67.5
Maharashtra,Kolhapur,Shivaji Park,22-08-2016,2,no,4.8,58,11,1,2,Hotel,22-08-2016,2.49.59 PM,4.6,3,73.25
Jammu and kashmir,Pahalgam,Main Market,22-08-2016,3,no,4.7,19,6,3,0,Hotel,22-08-2016,2.49.59 PM,4.4,0.9,68.125
Maharashrtra,Kolhapur,New Shahupuri,22-08-2016,3,no,4.8,58,5,4,0,Hotel,22-08-2016,2.49.59 PM,4.6,3.4,74.25
J and K,Pahalgam,Laripura,22-08-2016,2,no,3.2,0,1,2,3,Hotel,22-08-2016,2.49.59 PM,2,2.5,40.625
Rajasthan,Neemrana,Shahjahanpur,22-08-2016,4,no,4.9,24,2,3,0,Hotel,22-08-2016,2.49.59 PM,4.5,1.7,68.625
West Bengal,Kalimpong,Upper Cart Road,11-07-2016,4,no,4.3,59,7,3,2,Hotel,11-07-2016,7.35.26 PM,4.7,3.3,71.125
Tamilnadu,Kanyakumari,South Car Street,11-07-2016,2,no,4.9,4,2,0,0,Hotel,11-07-2016,7.35.26 PM,4.1,2.5,72.125
Jammu and Kashmir,Katra,Katra Railway Road,11-07-2016,1,no,5,1,2,0,0,Hotel,11-07-2016,7.35.26 PM,3.7,2.5,65.125
Punjab,Chandigarh,Sector 35 B Chandigarh,11-07-2016,3,no,4.9,18,4,5,0,Hotel,11-07-2016,7.35.26 PM,4.2,2,65.5
Bihar,Gaya,Station Road,11-07-2016,1,no,4.7,3,0,0,0,Hotel,11-07-2016,7.35.26 PM,5,1.7,67.125
Jammu and Kashmir,Katra,Helipad Road,11-07-2016,3,yes,4.7,18,5,2,0,Hotel,11-07-2016,7.35.26 PM,4.2,2,67
West Bengal,Mandarmoni,Mandarmani Beach,11-07-2016,3,no,3.4,1,2,1,0,Hotel,11-07-2016,7.35.26 PM,4,4,62.5
Himachal Pradesh,Kasauli,Kimmughat,11-07-2016,3,no,3.8,15,9,5,1,Hotel,11-07-2016,7.35.26 PM,4.2,2.8,63.5
Uttar Pradesh,Kanpur,Swaroop Nagar,11-07-2016,4,no,4.4,13,3,0,1,Hotel,11-07-2016,7.35.26 PM,4.5,3,68.75
Uttarakhand,Corbett,"Dhikuli, Ram Nagar",11-07-2016,4,no,4.1,40,10,6,3,Hotel,11-07-2016,7.35.26 PM,4.3,3.1,65.875
Himachal Pradesh,Dharamshala,Civil Lines,11-07-2016,3,no,4.2,5,1,0,0,Hotel,11-07-2016,7.35.26 PM,4.8,0.5,65.125
Himachal Pradesh,Kasol,Manikaran Road,11-07-2016,1,no,4.7,4,2,1,0,Hotel,11-07-2016,7.35.26 PM,4,3.6,66.5
Rajasthan,Bikaner,Opp. Railway Station,11-07-2016,1,no,4.7,1,2,0,0,Hotel,11-07-2016,7.35.26 PM,3.7,5,68.25
Karnataka,Chamrajnagar,Chamarajanagar,11-07-2016,2,no,5,1,0,0,0,Hotel,11-07-2016,7.35.26 PM,5,4,80
Uttar Pradesh,Bareilley,Civil Lines,11-07-2016,3,no,4.7,15,6,3,1,Hotel,11-07-2016,7.35.26 PM,3.9,2.1,65.125
Tamilnadu,Kodaikanal,Pallangi,11-07-2016,4,no,4.3,45,32,14,3,Hotel,11-07-2016,7.35.26 PM,3.9,3.4,64.25
Tamil Nadu,Kodaikanal,Laws Ghat Road,11-07-2016,2,yes,4.2,15,10,5,1,Hotel,11-07-2016,7.35.26 PM,3.9,3,65.25
Tamil Nadu,Kodaikanal,Laws Ghat Road,11-07-2016,1,no,3.8,48,38,21,13,Hotel,11-07-2016,7.35.26 PM,3.9,2.1,58.625
Madhya Pradesh,Khajuraho,Temple Road,11-07-2016,1,no,4.5,6,2,0,2,Hotel,11-07-2016,7.35.26 PM,3.9,3.5,66.875
Tamil Nadu,Kodaikanal,Attuvampatti,11-07-2016,3,no,4.2,45,16,8,2,Hotel,11-07-2016,7.35.26 PM,4.2,3.5,67.875
Uttarakhand,Kausani,Distt. Bageshwar,11-07-2016,1,no,3.8,3,6,1,0,Hotel,11-07-2016,7.35.26 PM,4.5,2.5,62.625
Jammu and Kashmir,Katra,Jammu Road,11-07-2016,2,no,3.7,13,15,25,7,Hotel,11-07-2016,7.35.26 PM,3.4,2.4,53
Jammu and Kashmir,Katra,Chintamani,11-07-2016,1,no,5,0,1,0,0,Hotel,11-07-2016,7.35.26 PM,3,3,58.75
Karnataka,Mysore,Srirangapatna,25-07-2016,2,no,4.3,3,2,2,1,Hotel,25-07-2016,2.02.20 PM,4,3.8,65.25
Uttaranchal,Nainital,Upper mall,25-07-2016,2,no,2.2,1,4,6,15,Hotel,25-07-2016,2.02.20 PM,2.5,2.4,35.5
Rajashthan,Mount Abu,Chacha Museum,25-07-2016,2,no,4.4,35,30,29,7,Hotel,25-07-2016,2.02.20 PM,3.7,2.2,60.75
Uttrakhand,Nainital,Ayarpatta,25-07-2016,3,no,4.3,7,1,1,1,Hotel,25-07-2016,2.02.20 PM,4.3,2.3,67.375
Karnataka,Mysore,lnkal,25-07-2016,2,no,3.8,6,7,2,0,Hotel,25-07-2016,2.02.20 PM,3.7,3.7,62.125
karnataka,Mysore,Lasker Mohalla,25-07-2016,2,yes,4.2,17,13,5,5,Hotel,25-07-2016,2.02.20 PM,3.8,3.3,62.625
Uttarakhand,Nainital,Nainital,25-07-2016,3,no,4.6,2,2,0,0,Hotel,25-07-2016,2.02.20 PM,4.2,0,68
Karnataka,Mysore,Central Mysore,25-07-2016,3,no,4.5,195,101,42,6,Hotel,25-07-2016,2.02.20 PM,4.2,2.8,68
Uttarakhand,Mussoorie,Mall Road,25-07-2016,4,no,4.1,3,5,1,3,Hotel,25-07-2016,2.02.20 PM,4,2.7,61.375
rajasthan,Mount Abu,Ratnawara,25-07-2016,1,no,5,16,0,0,0,Hotel,25-07-2016,2.02.20 PM,4.9,1.1,74.375
Uttaranchal,Nainital,Mallital,25-07-2016,3,no,3,0,5,1,2,Hotel,25-07-2016,2.02.20 PM,2.2,2.8,42
Karnataka,Mysore,Menna Bazzar,25-07-2016,1,yes,3.4,8,8,3,2,Hotel,25-07-2016,2.02.20 PM,3.6,2.3,57.875
Karnataka,Mysore,Mysore-Hunsur Main Road,25-07-2016,4,no,4.5,40,6,1,0,Hotel,25-07-2016,2.02.20 PM,4.7,3.9,73.375
Karnataka,Mysore,Chandraguptha Road,25-07-2016,2,no,4.3,9,46,28,9,Hotel,25-07-2016,2.02.20 PM,3.1,2.4,56
Karnataka,Mysore,Hunsur Road,25-07-2016,4,no,4.7,110,22,9,0,Hotel,25-07-2016,2.02.20 PM,4.5,3.1,71.875
Uttrakhand,Nainital,Nainital,25-07-2016,3,no,3.6,4,4,7,2,Hotel,25-07-2016,2.02.20 PM,3.6,1.1,52.875
Karnataka,Mysore,Vijaya Nagar,25-07-2016,2,no,3.4,2,3,1,1,Hotel,25-07-2016,2.02.20 PM,3.6,4,57.5
Kerala,Munnar,Pallivasal,25-07-2016,4,no,4.9,16,4,2,0,Hotel,25-07-2016,2.02.20 PM,4.6,3.8,74.75
Karnataka,Mysore,Mysore KSRTC Bus Station,25-07-2016,2,no,4.4,17,8,22,3,Hotel,25-07-2016,2.02.20 PM,3.3,1.8,57.75
Uttarakhand,Nainital,Bhimtal,25-07-2016,2,no,4.9,13,1,0,0,Hotel,25-07-2016,2.02.20 PM,4.9,1.8,75.25
Kerala,Munnar,Idukki,25-07-2016,3,no,4.5,43,18,7,3,Hotel,25-07-2016,2.02.20 PM,4.3,3.5,68.875
Karnataka,Mysore,Bannimantap,25-07-2016,3,no,4.6,43,10,1,1,Hotel,25-07-2016,2.02.20 PM,4.5,3.3,72.125
Karnataka,Mysore,Yadavagiri,25-07-2016,2,no,5,6,0,0,0,Hotel,25-07-2016,2.02.20 PM,5,4,80
Karnataka,Mysore,K R S Road,25-07-2016,2,no,4.1,4,0,1,0,Hotel,25-07-2016,2.02.20 PM,4.3,3.9,69.875
Uttaranchal,Nainital,Bhimtal,25-07-2016,4,no,4.6,2,2,2,0,Hotel,25-07-2016,2.02.20 PM,3.9,1.9,58.375
Karnataka,Mysore,Manandavadi Road,25-07-2016,2,no,3.8,0,3,1,0,Hotel,25-07-2016,2.02.20 PM,3.6,3.3,56.125
Rajasthan,Mount Abu,Dhundiye Road,25-07-2016,3,no,4.7,11,4,5,0,Hotel,25-07-2016,2.02.20 PM,4.5,1,65.75
Rajasthan,Mount Abu,Gaumukh Road Corner,25-07-2016,1,no,4.5,52,13,3,2,Hotel,25-07-2016,2.02.20 PM,4.5,3.2,71
Uttaranchal,Nainital,Pangot,25-07-2016,3,no,4.5,4,2,2,2,Hotel,25-07-2016,2.02.20 PM,3.5,2.4,61.5
Uttrakhand,Mussoorie,Library Chowk,25-07-2016,3,no,4.6,12,4,0,0,Hotel,25-07-2016,2.02.20 PM,4.4,0.8,68.5
Karnataka,Mysore,Krishna Raja Sagar,25-07-2016,4,no,4.7,64,34,7,8,Hotel,25-07-2016,2.02.20 PM,4.1,3.4,68.75
Uttrakhand,Mussoorie,"Kulri, The Mall",25-07-2016,3,no,4,22,20,22,7,Hotel,25-07-2016,2.02.20 PM,3.6,2.7,58.875
Maharastra,Nagpur,Ramdaspeth,25-07-2016,5,no,4.5,38,13,6,0,Hotel,25-07-2016,2.02.20 PM,4.4,3.2,70.5
Maharashtra,Nagpur,Central avenue,25-07-2016,1,no,4.1,4,9,0,2,Hotel,25-07-2016,2.02.20 PM,3.5,3.6,60
Maharasthra,Nagpur,Dhantoli,25-07-2016,2,no,4.5,1,1,0,0,Hotel,25-07-2016,2.02.20 PM,4,1.5,69.375
Karnataka,Mysore,Mysore Railway Station,25-07-2016,1,no,4.5,3,3,3,1,Hotel,25-07-2016,2.02.20 PM,3.5,1.5,60.375
Uttarakhand,Nainital,Mallital,25-07-2016,4,no,4.2,43,15,6,0,Hotel,25-07-2016,2.02.20 PM,4.4,3.4,69.75
Karnataka,Mysore,Devraj Mohalla,25-07-2016,2,no,4.7,1,0,1,0,Hotel,25-07-2016,2.02.20 PM,3.7,3,60.75
Kerala,Munnar,Munnar Road,25-07-2016,3,yes,4.4,118,56,22,4,Hotel,25-07-2016,2.02.20 PM,4.3,3.3,68.625
Kerala,Munnar,Marayoor P.O.,25-07-2016,1,no,3.8,3,1,2,2,Hotel,25-07-2016,2.02.20 PM,3.1,2.9,54.125
Karnataka,Mysore,Sri Harsha Road,25-07-2016,2,no,4.8,21,6,5,0,Hotel,25-07-2016,2.02.20 PM,4.4,2.2,67.75
Kerala,Guruvayoor,North Nada,18-07-2016,3,no,4.6,26,6,2,0,Hotel,18-07-2016,11.54.57 PM,4.6,2.6,72.25
Maharashtra,Shirdi,Sai Baba Temple,18-07-2016,3,no,4,1,1,1,0,Hotel,18-07-2016,11.54.57 PM,3.5,3.2,62.5
Tamil nadu,Ooty,Sheddon Road,18-07-2016,3,no,4.5,56,21,10,2,Hotel,18-07-2016,11.54.57 PM,4.2,3,67.75
Uttarakhand,Nainital,Tallital,18-07-2016,2,no,3.9,69,38,25,7,Hotel,18-07-2016,11.54.57 PM,4.1,3,62.75
Tamil Nadu,Ooty,Havelock Rd,18-07-2016,3,no,4.1,19,14,16,4,Hotel,18-07-2016,11.54.57 PM,3.6,2.3,57.375
Uttarakhand,Nainital,Mallital,18-07-2016,3,no,5,17,1,0,0,Hotel,18-07-2016,11.54.57 PM,4.8,3.1,77.375
Karnataka,Hampi,Hampi,18-07-2016,1,no,4.3,2,1,0,0,Hotel,18-07-2016,11.54.57 PM,4.7,0.7,54.375
Karnataka,Coorg,Madikeri,18-07-2016,2,no,4.8,20,3,3,1,Hotel,18-07-2016,11.54.57 PM,4.2,3.3,71.125
Uttrakhand,Mussoorie,Picture Palace Road,18-07-2016,3,no,4.7,6,0,0,0,Hotel,18-07-2016,11.54.57 PM,4.8,0,68.5
Tamil Nadu,Ooty,Grand Duff Road,18-07-2016,3,no,4.7,37,23,12,3,Hotel,18-07-2016,11.54.57 PM,3.9,3.3,66.125
Maharashtra,Alibagh,Nagaon,18-07-2016,1,no,4.5,21,1,1,0,Hotel,18-07-2016,11.54.57 PM,4.7,2.9,74.125
Maharashtra,Aurangabad,Aurangabad,18-07-2016,3,no,4.2,4,1,1,0,Hotel,18-07-2016,11.54.57 PM,3.6,2.2,59.25
